,host,class
1132660,nxgolllclnsh.com,dga
559240,iowastatefairgrounds.org,legit
1639422,horumhlqmepjqv.bid,dga
1537863,vdhmrsensinaix.com,dga
1725547,keuxaqrnwp.net,dga
375231,psakdin.co.il,legit
1500907,swygllaabettingk.com,dga
787320,equedia.com,legit
1100141,cbsptlyhgfuf.com,dga
1545624,vnpmvinskycattederifg.com,dga
15926,visionias.net,legit
1287570,gesyanerraticallyqozaw.com,dga
1715747,rynizevefow.eu,dga
507549,tech-titan.com,legit
965990,coachscout.ru,legit
421476,studio-elisabeth.at,legit
1831175,njfzegkyzliejcwroehalpteb.com,dga
343794,cartoonestan.org,legit
1746629,mrjrg43nsixiuaqhqcwath44gzm19mtbtg23.info,dga
1197613,ayyqorcajanunal.com,dga
1030639,ffacckfenknddook.eu,dga
1516021,ttkgalitydevonianizuwb.com,dga
438717,vladimir-stupin.blogspot.fr,legit
1830988,ngcrbcnonzcmlxkunyrgb.net,dga
1586403,xxnkanerraticallyqozaw.com,dga
1738305,ghfgmqhmksoouxq.biz,dga
925527,therathink.com,legit
983293,coinmarketcon.com,legit
754024,capdagdefrance.co.uk,legit
933403,whatthefatbook.com,legit
994854,slabsbydesign.com.au,legit
1671723,vxynbcjjsdsdydkm.com,dga
920360,stoics.com,legit
2003483,nextdayflyers.com,legit
582767,powerinvest.win,legit
982758,playboxhd.net,legit
1557159,wcysalitydevonianizuwb.com,dga
1172999,b35k9ex2aqeq3b.net,dga
1416506,nxaliologistbikerepil.com,dga
629762,sklepledowy.pl,legit
1774687,ebykiituwrrv.xxx,dga
793375,lenovocampus.us,legit
1327680,iqhaleasuredehydratorysagp.com,dga
1676011,xwhekpmbalvbbke.com,dga
291450,sbbonga.com,legit
984817,theredboat.com,legit
710631,sunnyhoi.com,legit
1598442,yqnfestnessbiophysicalohax.com,dga
1935966,fotografium.com,legit
595477,hotelpalomar-phoenix.com,legit
1244564,dtbgellefrictionlessv.com,dga
1730406,suqoawiugkeq.biz,dga
1740829,ipdopuyfssqiprsu.biz,dga
1044343,j0291e77159199dea6b9f0d4e4b280a59e.ws,dga
25054,snappa.com,legit
415914,wcmasterscycling.asn.au,legit
1358421,kkojerionirkutskagl.com,dga
1685296,rursbuqhyyrplm.su,dga
1809903,ynnunumlhychbbo.us,dga
691122,floridafamily.com,legit
64837,beregifiguru.ru,legit
1341759,jlxvanerraticallyqozaw.com,dga
1231068,cynfepictom.com,dga
1849091,yyyhhltsycfcvaqjphwx.info,dga
905735,personalizelearning.com,legit
1063271,lehbchvyrlbun.pl,dga
1164954,ayljfguytmbitgjfhanrcmxvoa.com,dga
334369,datatree.com,legit
255142,getcarbonklean.io,legit
704553,storyandrain.com,legit
488288,joycemeyer.ru,legit
1214937,bxvkinalcentricem.com,dga
937849,eyupsultan.bel.tr,legit
764330,ststephensglasgow.co.uk,legit
1942421,chugokugo-script.net,legit
112760,service.tmall.com,legit
1372831,ljchbyplaywobb.com,dga
38137,airport.ir,legit
1310451,hpphamentalistfanchonut.com,dga
1617694,ztykrsensinaix.com,dga
1609706,zjixpartbulkyf.com,dga
1860697,wbfwwrrjo.dynserv.com,dga
1969322,e-rse.net,legit
878507,gulfcoastsheep.info,legit
1620834,zzfwmachuslazaroqok.com,dga
70540,administrator.de,legit
1012858,i13335fe6597d704aab60889125a8dd719.to,dga
864120,cvi.com,legit
1889560,alvinalexander.com,legit
1121469,jdtpmmxsfuxd.com,dga
1332172,iyfiellefrictionlessv.com,dga
764670,teatr-uventa.spb.ru,legit
1258949,eonesikathrinezad.com,dga
1855829,ihrjeoaihhu.tv,dga
421967,rusdeutschomsk.ru,legit
821809,hsmagnets.com,legit
986022,bicol-u.edu.ph,legit
144677,cre-hikaku.com,legit
471008,kinkajo.us,legit
1382992,lxaovinskycattederifg.com,dga
390610,blogyucatan.com,legit
307363,sofontes.com.br,legit
1824739,jfexvdakhmlqppc.info,dga
1390473,micusagabardinedazyx.com,dga
1458157,qifmamentalistfanchonut.com,dga
652435,domoticalia.es,legit
756842,gaborshoes.co.uk,legit
1965025,cbre.com,legit
661079,ateneoidiomas.com.br,legit
52910,vynesimozg.com,legit
979803,touchbasemail.net,legit
447381,thebigpledges.com,legit
1996510,medsaludin.es,legit
1889848,2007rshelp.com,legit
927494,tornadohunter.com,legit
718774,pakhsh7.com,legit
1853627,cehyfeta.dyndns.org,dga
1720014,adxarkdsholapet.com,dga
94053,allscores.ru,legit
1860423,vhbafnd.dyndns.org,dga
206051,wiseoflife.in.ua,legit
479714,laboratoria.la,legit
423272,esquizofrenia24x7.com,legit
48949,norwex.biz,legit
187984,barbedudaron.fr,legit
844801,3jsb-love.livejournal.com,legit
1154862,vwxwvkhutejj.com,dga
1249749,dzrasikathrinezad.com,dga
1739437,hklwdopyorlpy.net,dga
1024674,118mlyui9ucz316t88jq5jynrn.net,dga
201939,youngsexparties.com,legit
1686424,yqmyojeiwcxglq.su,dga
915599,sewcialists.wordpress.com,legit
1837102,reoddunxmtegnvfvbstsfsum.info,dga
461566,kofiletech.us,legit
1775708,erdcdne.ru,dga
136241,drugguide.com,legit
1510673,tlwbbyplaywobb.com,dga
652947,30btc.com,legit
681441,clinicalposting.weebly.com,legit
1661758,rmhkxokeoha.com,dga
1115300,hkohyidxibeh.bid,dga
568340,synthfont.com,legit
1002496,1yrvl321jwcim11l22dhfk2kc7g.com,dga
1611935,zlxsleasuredehydratorysagp.com,dga
683858,anchorpropertyrental.com,legit
1244723,dteeinalcentricem.com,dga
1621373,zzprllaabettingk.com,dga
316208,kammyskorner.com,legit
128621,osprofanos.com,legit
926876,tinshingle.com,legit
667791,loiratesao.tumblr.com,legit
1964817,osyoya.com,legit
529540,venley-kids.pl,legit
959876,unilever.com.bd,legit
784781,ce95.de,legit
1050800,12w7anqwthlepca84p77jq12y.net,dga
1606968,zfmlpartbulkyf.com,dga
962969,tncaviation.com,legit
168334,assetbank-server.com,legit
608473,sound-booster.com,legit
7025,woxikon.de,legit
555169,trembeatsfm.de,legit
1191871,aoxyrsensinaix.com,dga
982023,tsiamoulis.gr,legit
1270880,fhuamachuslazaroqok.com,dga
1264660,eyldenhancedysb.com,dga
351750,nedaa-sy.com,legit
775637,bktour.bg,legit
74429,fisicainterativa.com,legit
951867,lastech.ir,legit
1478481,rpenfordlinnetavox.com,dga
1935799,opennet.ru,legit
124647,xtu2.com,legit
1985201,carstory.com,legit
1490412,sevqrsensinaix.com,dga
1915669,gamesforthebrain.com,legit
759979,masvaleserpunky.blogspot.co.uk,legit
574219,agroturystykarelax.zgora.pl,legit
444472,mediolanumcommunity.it,legit
786445,doggy-food.de,legit
766737,worldallergy.org,legit
1031207,ymlxsmpdlxbs.ru,dga
173214,herbal-supplement-resource.com,legit
716373,20rom.ir,legit
115571,rallye-magazin.de,legit
1476425,rlsvrsensinaix.com,dga
1113399,gwwrbwsbexil.com,dga
614244,nouvelhomme.fr,legit
1689604,olfqgoqdviiure.me,dga
952055,logicool-ac.com,legit
1340146,jjthanerraticallyqozaw.com,dga
1637536,gtkjyxqk.com,dga
246204,tonbienetre.fr,legit
1610212,zjsjancorml.com,dga
1968563,geravd.com.br,legit
1752510,pvzdibskofgigeukytfitir.info,dga
621437,free-lisk.com,legit
17216,letribunaldunet.fr,legit
896526,mnbvcxzl.tripod.com,legit
1067077,1rqihn1csesij1km33kmkqz9so.net,dga
1627770,clxllqjhfluagnt.com,dga
398955,pikwick.com,legit
1748342,nrpntsktuoodxkr.info,dga
1423819,ogyusemitismgavenuteq.com,dga
1434695,pbiapartbulkyf.com,dga
106993,tdh.gov.tm,legit
236240,avtomanija.com,legit
467350,fawndesign.com,legit
487041,chhotikashi.com,legit
56387,clareitysecurity.net,legit
1234557,dfdhmen.com,dga
1439459,phojsikathrinezad.com,dga
1560818,wkdaardenslavetusul.com,dga
1703284,abvbognuyejmomfmv.cc,dga
1411980,npyisikathrinezad.com,dga
565529,lib4all.ru,legit
1358687,kkuqererwyatanb.com,dga
140684,khordadnews.ir,legit
1828932,lwjmoduqdumnslw.biz,dga
1467416,qymksikathrinezad.com,dga
1945858,atomretro.com,legit
966924,euroauto1.pl,legit
1436947,pdvvbyplaywobb.com,dga
1492503,sirprasildeafeninguvuc.com,dga
666831,institutotherezatosta.org,legit
1556880,wcswpartbulkyf.com,dga
656097,9-mirov.ru,legit
377456,kinoestet.ru,legit
1620946,zzihorcajanunal.com,dga
1677535,yoylhosygsbijimignm.com,dga
317010,timbro.se,legit
1686177,nfsxgowaickuns.cc,dga
961326,hdrsource.com,legit
1193968,astwererwyatanb.com,dga
1852902,ywwssoyeqymwiswa.org,dga
25764,profit-opportunity.com,legit
1475521,rldfardenslavetusul.com,dga
1888200,yxtvg.com,legit
1492507,sirrmen.com,dga
2001951,soundeffectsplus.com,legit
153413,lasleyesdelexito.com,legit
1707589,gadyvis.com,dga
435472,montransport.com,legit
1594581,ykdzardenslavetusul.com,dga
775581,gizguide.com,legit
75619,zoxtel.com,legit
1464775,qudpsagabardinedazyx.com,dga
1018144,128l6lz1geu72z1kd5eyq1c01r3c.net,dga
151796,hallakonsument.se,legit
1106994,elcbsxyvjifw.com,dga
1060855,mfcd4828410a7414537a6c8dd963865b61.tk,dga
722284,saikru.com,legit
611353,netek.co.il,legit
738940,investintproperty.com,legit
1346353,jtbaererwyatanb.com,dga
741529,gododdy.com,legit
1568958,wyemsemitismgavenuteq.com,dga
1805036,vshfnlmkmqotier.cm,dga
264659,2ndsworld.com.au,legit
109990,ajarn.com,legit
967072,fetishbulletin.com,legit
1266881,fdclbyplaywobb.com,dga
1795675,qhqpgwj.de,dga
1989501,2447.net,legit
28021,arcblock.io,legit
566437,leonaro1224.tumblr.com,legit
207138,android4ar.com,legit
971870,serwer1894287.home.pl,legit
1508671,tjmsidablyhoosieraw.com,dga
996327,myanmarthway.blogspot.com,legit
582467,traveling-affiliate.com,legit
1422344,oerciologistbikerepil.com,dga
344453,findmynapleshome.com,legit
1716819,tuwypagupeb.eu,dga
1674150,xaqcalknfvmccvuulgf.com,dga
189255,pureportugal.co.uk,legit
736863,regit.org,legit
321520,insidehpc.com,legit
1127093,llkrujknbpgg.com,dga
1470794,rdxwenhancedysb.com,dga
349272,mapmania.org,legit
566436,leerparacrecer.blogspot.mx,legit
1489375,scxdardenslavetusul.com,dga
683204,adoptagoldenatlanta.com,legit
1723868,gwcqysuiwcymao.net,dga
1960898,axelos.com,legit
1888241,thenation.com,legit
1070957,wqk9uk1jcu9zu1bp2ozp11n9okq.org,dga
1327643,iqfybyplaywobb.com,dga
1833503,owkdrkiwzizwhdfphqqrqiv.org,dga
1724775,iqjuiyeoya.biz,dga
234045,78.com.ua,legit
1531494,uqztiologistbikerepil.com,dga
1117048,hwvfebcfcdow.cc,dga
553463,hotel-koenigin-olga.com,legit
1750291,otnicnojqfkrirj.info,dga
1979261,loxotrona.net,legit
821381,em-fashion.ru,legit
1199521,bdgeestnessbiophysicalohax.com,dga
512270,simplytapestries.com,legit
1346980,jtmpsemitismgavenuteq.com,dga
1069522,ff8edr7d8fsz5jp1081azs6hi.biz,dga
1912216,kyliecosmetics.com,legit
2013794,bruisesz.tumblr.com,legit
590829,aqhomeworks.blogspot.com,legit
840604,airfrance.hu,legit
237623,yasakli.net,legit
445067,nhpco.org,legit
652009,locandro.com.au,legit
610506,singhaniauniversity.co.in,legit
392283,junkunderjeans.com,legit
980349,stepconference.com,legit
603433,allnews24.me,legit
919164,spiritdragonhealingarts.com,legit
1935045,thewordfinder.com,legit
1086242,q1kthvpx8e41i9cwt0mu662x.net,dga
1905254,zjut.edu.cn,legit
1000737,nwfmcbqdtefg.biz,dga
504132,pitaronfree.blogspot.co.il,legit
894358,mayhemmillerindustries.com,legit
1146416,sweqrexvngdt.com,dga
1010200,1izbvrxttlfhj8v36991lnmavs.com,dga
1635532,fwucrraqj.eu,dga
886468,jordanwhitmore.com,legit
621224,smolmama.com,legit
1211548,btoienhancedysb.com,dga
1830319,mutfrtawnsmvhal.info,dga
755318,devon-cornwall-film.co.uk,legit
1816470,dvbycitiybjw.org,dga
1116989,hwirvrbittvk.com,dga
205491,lipiciosii.ro,legit
2009059,meteosurfcanarias.com,legit
587835,mabrukoil.com,legit
1520001,tzdpestnessbiophysicalohax.com,dga
299261,cook1cook.com,legit
1926653,saudigamer.com,legit
1734318,antzkiemycxony.com,dga
1400726,nbgzfordlinnetavox.com,dga
913370,sadogirl.com,legit
943958,a-r-k-m.mihanblog.com,legit
186776,tylervigen.com,legit
1249792,dzrwidablyhoosieraw.com,dga
1317135,hzewrsensinaix.com,dga
613906,leisureliquids.com,legit
182130,laboratoryinfo.com,legit
798293,read.berlin,legit
1986028,tube18.sex,legit
1265200,eyxaestnessbiophysicalohax.com,dga
118206,zulutrade.com,legit
2017572,plextalk.com,legit
331180,namtv.ru,legit
863105,craftyteacher.blogspot.com,legit
1144849,scdqmlcexxwn.com,dga
280901,usa-health-news.today,legit
410948,stahlbecker.de,legit
1143777,rqtmnnfbhwgm.com,dga
1415374,nvfppartbulkyf.com,dga
1147397,thyhhwrejckx.biz,dga
1898576,torrentz.fi,legit
340570,virtualmarketingpro.com,legit
865876,designdesobrancelha.com,legit
1375437,llxzorcajanunal.com,dga
1631672,eeuvmnyfenpgw.click,dga
1850169,zrfsihjadfqeedlfdwc.biz,dga
82548,standardchartered.com.my,legit
947795,drsoheiltaheri.com,legit
110182,shinola.com,legit
475005,ashleycash.com,legit
1485338,rxrzsagabardinedazyx.com,dga
457838,gmerck.com,legit
1831922,nvxjdvcqgtu.org,dga
1463034,qqqapartbulkyf.com,dga
1570619,xbnoidablyhoosieraw.com,dga
1091555,1qzi187g220nrnjmgro1nmr2b7.com,dga
1191212,aojpleasuredehydratorysagp.com,dga
1345462,jrliorcajanunal.com,dga
1250412,eadxererwyatanb.com,dga
1865523,3r07s3rwdptdzk6q.net,dga
678354,hat-wunschgewicht.ch,legit
37274,joy.hu,legit
1312659,htdnererwyatanb.com,dga
2022371,bsw.de,legit
1035311,ydp3o11hjs5w31br11b511gu5hr.net,dga
1651995,ncrbjopeevnn.bid,dga
612700,bijtanteroos.nl,legit
219538,ar12gaming.com,legit
221400,outdoor-broker.de,legit
1670334,vitlkwfd.com,dga
376313,pfadi-sirius.ch,legit
1845055,wikjsmqsgf.org,dga
792177,kegelcenter-dortmund.de,legit
1379797,lrwpmen.com,dga
2011219,tcue.ac.jp,legit
1897977,joondeals.com,legit
1856029,ixjcbhjxex.dyndns.org,dga
573900,glittio.ro,legit
433663,inspirationbois33.com,legit
465120,karachikings.com.pk,legit
1672000,wcgyvojojvdyyqqxeu.com,dga
1332239,iygssatformalisticirekb.com,dga
279376,comparer.be,legit
667169,joolychuu.tumblr.com,legit
990730,nettebuldum.blogspot.com.tr,legit
1904134,umb.com,legit
1163160,yyyuncvjvvvf.biz,dga
1197450,ayuwinalcentricem.com,dga
199518,funlabo.com,legit
2041772,anvsoft.com,legit
927825,traffic-stats-online.net,legit
1948335,audio-planet.biz,legit
399335,mirscenarii.ru,legit
1526094,uihvmen.com,dga
625952,messe-offenburg.de,legit
802052,tom-the-cyclist.tumblr.com,legit
2041798,cracksever.com,legit
359922,staffmark.com,legit
1578689,xndqfordlinnetavox.com,dga
1568129,wwljrasildeafeninguvuc.com,dga
40442,zwift.com,legit
1164702,xerxunwehe.kz,dga
17089,aeriagames.com,legit
1408770,nluhmen.com,dga
1356435,kgtvvinskycattederifg.com,dga
1584983,xvnjanerraticallyqozaw.com,dga
1390602,mifvsatformalisticirekb.com,dga
1443398,pnhaleasuredehydratorysagp.com,dga
359448,my6.com,legit
560581,njmmis.com,legit
1445907,ppztardenslavetusul.com,dga
1848808,yuhtfrxnofjddof.org,dga
346011,franceloups.fr,legit
517735,youtube-filmy.eu,legit
674990,dawaeasy.site,legit
1107961,eumrkwbrbbri.com,dga
67429,praxisvita.de,legit
1350477,jxwhrasildeafeninguvuc.com,dga
438812,weareaddict.com,legit
19904,hostgator.com.br,legit
2040038,turmericforhealth.com,legit
644108,biospot.ro,legit
1591810,yeukmen.com,dga
1523191,uctxererwyatanb.com,dga
368989,ciclismo.bike,legit
711528,hcribillio.hu,legit
969248,lsse.eu,legit
1350252,jxrwestnessbiophysicalohax.com,dga
1712919,pufogyq.su,dga
490930,creativclub.at,legit
1321540,iexfrasildeafeninguvuc.com,dga
216744,speedmine.net,legit
130588,bestlesbiantube.com,legit
1367309,lbibmen.com,dga
54152,japandesign.ne.jp,legit
1634636,fmmowhsgtqwm.com,dga
140659,slopeofhope.com,legit
1444429,pnygidablyhoosieraw.com,dga
2029876,18twinkstube.com,legit
1473706,rhydepictom.com,dga
1648478,loaftscmjqrkltwurj.com,dga
1489102,scqullaabettingk.com,dga
163019,blazepress.com,legit
1467915,qyyaleasuredehydratorysagp.com,dga
1451226,pxovidablyhoosieraw.com,dga
1353670,kchpamentalistfanchonut.com,dga
1731074,ugvrzyfqbex.com,dga
539562,novotelbkk.com,legit
21768,mbank.cz,legit
1164311,seferoklyox.kz,dga
1067012,p2gpa61sk24ztdt350o1e09kgh.com,dga
929730,universalcarleasing.com,legit
389682,betalfa.org.il,legit
1736242,duxcibnzyhwlgmqctkrouolcyca.com,dga
556248,allergan.com,legit
1023974,9ik0kc1p7gnaw1anpmsc1qeiipz.org,dga
276932,cursosenhd.com,legit
961687,kalnirnay.com,legit
532847,morrisonpublishing.com,legit
1761860,wugstevybdlzlkk.com,dga
618662,hallokarriere.com,legit
481545,thumbnail-preview.com,legit
344887,catalogs-parts.com,legit
1802450,ufsygxojgfmmf.co,dga
869497,elfyourself.com,legit
1981577,dsu.edu,legit
1617186,ztpjrasildeafeninguvuc.com,dga
496901,hamahangtransport.com,legit
1015836,tgcxgyoprsmwbh.su,dga
1395857,mscesagabardinedazyx.com,dga
632487,canyon.es,legit
942805,nv-pk.ru,legit
607372,cartelcoin.io,legit
1572377,xdsyepictom.com,dga
81121,ridgewallet.com,legit
1411569,npquenhancedysb.com,dga
1783668,jhqdsnlspkb.ir,dga
255928,allphotolenses.com,legit
456890,beautifulonraw.com,legit
1186309,agbgrsensinaix.com,dga
126989,buyacar.co.uk,legit
819902,elitykt.ru,legit
735807,lobu.hu,legit
1929355,hkex.com.hk,legit
946173,blackfa.ir,legit
1832785,oklwgnfnuuaswrbf.net,dga
1755473,rteiprritowyyelh.biz,dga
800563,sportnahrung.de,legit
1965646,glfen.cn,legit
741160,your-xxx-tube.com,legit
723174,futureadpro.com,legit
315847,tuev-nord.de,legit
1127568,loooneueohbj.com,dga
736592,curacars.com,legit
859868,chindeep.com,legit
479249,ivpn.net,legit
63840,emicalculator.net,legit
464988,duniaikan.com,legit
1503353,tbvminalcentricem.com,dga
637275,memeschistosos.net,legit
1147491,tjbyfskiijld.ru,dga
1890409,brocku.ca,legit
2014609,esparks.jp,legit
1902357,dominospizza.es,legit
218920,ilgazeboaudiofilo.com,legit
160264,real-books.ru,legit
912013,riverviewrestaurantandmarina.com,legit
1667391,uavkrtlmwllixaqjev.com,dga
1530911,uqmqidablyhoosieraw.com,dga
986910,simplydigital.in,legit
1828502,lpglthsrubfpekahcuq.org,dga
1060890,v6328ecfcc3e95aa529b9725058419d096.ws,dga
530722,boredfilms.com,legit
362129,gitprime.com,legit
1244693,dtdpancorml.com,dga
201955,payments-amazon.com,legit
1139632,qeuqpilcbxuf.com,dga
1066093,raf60vxy5hqw1rq96qrli8v7b.org,dga
931385,viralcircus.com,legit
363219,gaymaletube.pro,legit
1563394,wojallaabettingk.com,dga
979882,versatilebusiness.ca,legit
686464,caffefrascati.com,legit
1931013,oldisgoldgames.com,legit
225826,autoalgerie.com,legit
1146742,tcgffisrcsws.com,dga
254175,aglsoft.com,legit
1002617,13k8xfoqudrm41x3mnpa1t52qcv.net,dga
563307,whitehousechurch.net,legit
1051518,8g5m7x13rbhl9doowao30u4x9.org,dga
1229790,cwjlfordlinnetavox.com,dga
1985679,this-is-an-open-letter.tumblr.com,legit
539712,flywidus.co,legit
959032,yazdancarpet.com,legit
1786470,kyirvosetetuwqkh.co,dga
151272,glaucoma.org,legit
1911182,sportsport.ba,legit
591271,beachcomberbbq.com,legit
1372262,lhruidablyhoosieraw.com,dga
638230,palauguell.cat,legit
216543,coinsocial.io,legit
1962031,cryptoslices.com,legit
1179608,s5pn5wfjwd.com,dga
394824,semtrav.ru,legit
2025028,md5online.org,legit
1091780,kes81n1hq553md2jppz1a7k9qo.net,dga
1038031,1i8gpsh1qazznjqx6kh61mxck40.org,dga
482820,mummola.net,legit
1572246,xdqlalitydevonianizuwb.com,dga
1064077,jgitljwhcxyisycw.pw,dga
1145994,ssddcbuujiyq.com,dga
1684358,ckxheowajyxayc.pw,dga
199482,mylicense.com,legit
1640405,ibcbuntropm.com,dga
1569998,xbcfamentalistfanchonut.com,dga
1008283,wxyala10f2j46tcnl5f1liqcpb.net,dga
1417335,nxpdinalcentricem.com,dga
1245784,dtxtmen.com,dga
1565270,wqzfsagabardinedazyx.com,dga
351815,myanmartradeportal.gov.mm,legit
1461381,qobsidablyhoosieraw.com,dga
512011,qwikref.com,legit
859443,chazdean.com,legit
793007,kvadratura-lipetsk.ru,legit
318247,bytenowguard.com,legit
704144,spiritedesign.com,legit
264895,elokozvetites.com,legit
1250495,eaggfordlinnetavox.com,dga
810098,depedofficial.com,legit
372358,vkpeople.ru,legit
2038373,1xbet.md,legit
699729,ornaum.com,legit
2041144,sram.qc.ca,legit
294730,fgsd.k12.or.us,legit
1567583,wuzialitydevonianizuwb.com,dga
373924,e-stoklasa.de,legit
1739977,huqyqsmyjqjom.biz,dga
1244854,dtgqrasildeafeninguvuc.com,dga
735954,uzsoki.hu,legit
1956125,maturetubelust.com,legit
535996,everythingfirealpaca.tumblr.com,legit
1257108,ekvporcajanunal.com,dga
1820094,gfgmbvzncfb.info,dga
771915,fucky0urb0dy.tumblr.com,legit
1588677,yabvsemitismgavenuteq.com,dga
877528,gosyo.co.jp,legit
1098569,bmympxkdlepy.ru,dga
325396,rgpvonline.com,legit
1376387,lnooiologistbikerepil.com,dga
1947122,lapulga.com.do,legit
598146,nekovm.org,legit
1594592,ykegardenslavetusul.com,dga
983413,dyrelink.no,legit
1469232,rbxhllaabettingk.com,dga
868108,dukealphadeltapi.org,legit
2002673,bestbrazzersporno.net,legit
439513,agrifermodena.it,legit
1323611,iirtamentalistfanchonut.com,dga
476776,romanbaz.ir,legit
825270,childcamp.com.ua,legit
482166,grandsavingscenter.net,legit
203758,assetscuola.com,legit
561374,rdworkslab.com,legit
1163189,batkasoqos.com,dga
445284,onemt.com,legit
394043,memoryfoamwarehouse.co.uk,legit
1225090,cohrellefrictionlessv.com,dga
831317,kevinstudents.tumblr.com,legit
13262,btbit.xyz,legit
1559186,wgskrsensinaix.com,dga
1192620,aqowepictom.com,dga
139524,linda-goodman.com,legit
381854,over40andkillingit.com,legit
501284,genealogical-musings.blogspot.co.uk,legit
10547,worldatlas.com,legit
1728656,qaeecenansnan.org,dga
1287515,gerkvinskycattederifg.com,dga
115095,prixreduits.net,legit
992633,alivebuilder.com,legit
1549924,vtpgsagabardinedazyx.com,dga
975692,ahuka.com,legit
292608,badasskorean.com,legit
1591229,yehlfordlinnetavox.com,dga
1135747,peldhqeslhef.com,dga
602472,user1st.info,legit
727405,tattoomall.ru,legit
134098,limeteensex.com,legit
814431,vareseguida.com,legit
1184381,ackqalitydevonianizuwb.com,dga
496866,elook.pro,legit
644779,airis.spb.ru,legit
771255,chicasdeleste.com,legit
195736,rmsapms.in,legit
662479,centraldoingles.com,legit
1069074,twc4wvpudbmi1qzvf2d4knmvm.biz,dga
999493,balperin.com.mx,legit
1933469,scielo.org.pe,legit
571020,bvapp.ir,legit
963875,politvyazni.in.ua,legit
1255426,eilcleasuredehydratorysagp.com,dga
1688238,hawwalnkbjbbna.tw,dga
445415,padovapipe.it,legit
1238985,dlemellefrictionlessv.com,dga
997490,univ-bordeaux.fr,legit
877663,gpumining.eu,legit
