,host,class
1905196,zhenhaole.com,legit
1875133,sarvgyan.com,legit
1103948,djuvlvrcbrjv.com,dga
2002963,songstext.ru,legit
835230,twsunwu.blogspot.tw,legit
871565,face-engineering-exercises.org,legit
280847,trumpexcel.com,legit
673720,vampirextcg.com.br,legit
1841346,tymztkmstrzghcgneoqfldt.net,dga
1583905,xtthsagabardinedazyx.com,dga
1787568,losuuemouywtrn.org,dga
440517,byonepress.com,legit
502519,smartworldiptv.com,legit
764980,thefamouscompany.com,legit
73797,hotels.ng,legit
1391177,mitdererwyatanb.com,dga
1545902,vnuesatformalisticirekb.com,dga
56467,naukri.today,legit
1401737,nbykrsensinaix.com,dga
1765589,tntexoplorered.info,dga
144331,bubka.jp,legit
1205861,blpjererwyatanb.com,dga
555526,zirlwirt.de,legit
1109254,fgbblkspwwsh.com,dga
1764869,edotntexplorer.info,dga
914562,scorecard.typepad.com,legit
404085,dkstack.com,legit
596227,katkeane.com,legit
1508636,tjmfrasildeafeninguvuc.com,dga
1100060,cbjwrbqxlmjm.com,dga
566315,eroru.net,legit
465967,gold-invest-club.com,legit
766409,weare4c.com,legit
674328,xvidevo.com,legit
609801,meficai.org,legit
857029,buzzutopia.com,legit
1089754,1mlarqblv2rqdflqn8ndzbecz.org,dga
331840,goodcharacter.com,legit
1172135,5xvjlxo3lft.net,dga
1575577,xhzuinalcentricem.com,dga
1459000,qizgllaabettingk.com,dga
307319,ronolimits.tumblr.com,legit
1472838,rhibsatformalisticirekb.com,dga
469867,rc.am.br,legit
1205663,bllvellefrictionlessv.com,dga
981794,grecruitment.com,legit
1603095,yyremachuslazaroqok.com,dga
1647973,linfrolspkvewj.com,dga
1446941,prrmepictom.com,dga
764030,spicetheplate.com,legit
231188,bazarsahambourse.com,legit
741054,revocationcheck.com,legit
155511,elancasti.com.ar,legit
2018463,srhome.co.jp,legit
1861756,zjfywept.yi.org,dga
510370,consumer.org,legit
1249199,dzgrsemitismgavenuteq.com,dga
1639125,hleuynndwop.com,dga
214895,lolihub.com,legit
1843523,vixrxyjffvfe.net,dga
369195,orkoien.com,legit
969471,matras-stanki.ru,legit
626416,only-hot-chicks.tumblr.com,legit
466246,cienciaparatodos.org,legit
682883,69rooms.tumblr.com,legit
667246,jpimports.com.br,legit
951318,karnostartup.ir,legit
2009631,7datarecovery.com,legit
272889,voila.cd,legit
1644968,kaurdefixyxwmqgel.com,dga
1313795,htxgbyplaywobb.com,dga
1131524,nngxmmccklue.com,dga
1691383,ordqsnkdvwxehp.tw,dga
1552480,vxhrellefrictionlessv.com,dga
1354502,keaibyplaywobb.com,dga
1612959,znpjsagabardinedazyx.com,dga
144179,benefon.com,legit
651527,aori.ru,legit
4209,ilpost.it,legit
1763743,yutqxeyxscxuxpq.org,dga
1425057,okawmachuslazaroqok.com,dga
697541,milfthreesomes.com,legit
1682552,kjethnharavthf.me,dga
1877786,ykt.ru,legit
226814,abbaye-landevennec.fr,legit
1649872,meimxnglivqiupvjrk.com,dga
1953559,ppmsg.net,legit
1184237,achiellefrictionlessv.com,dga
1023159,1hqmq977gvtogknpj9m1ayuh56.com,dga
786787,e2world.de,legit
632049,bellyta1.blogspot.com.es,legit
380421,electronicamente.com,legit
1859972,tvymvwejkdpk.net,dga
139118,educastream.com,legit
1002151,1kb73kmfnflh61ftcj6f1d5vqig.net,dga
204790,hdwallpaperdaily.com,legit
1250047,dzwhancorml.com,dga
302008,learnamatrol.com,legit
1423666,ogvsidablyhoosieraw.com,dga
1894815,autopartswarehouse.com,legit
201496,tnvacation.com,legit
888820,kristiknupp.com,legit
1021415,w0zio61y73llualvpnn1e0jt9r.com,dga
1839784,syallqosoqybggcadpl.org,dga
295063,micso.net,legit
1344347,jpsfenhancedysb.com,dga
1773892,dpeqdgq.tj,dga
1001499,unky8nd4m8b812g3n041czyp0k.net,dga
1739905,htngknpqhnlmlxq.biz,dga
710446,ll.org,legit
210913,sparkasse-hochfranken.de,legit
1363108,ksrlenhancedysb.com,dga
1281151,fvuvardenslavetusul.com,dga
372240,statusy.me,legit
1074194,1b1jezn16jv792erko701m0o2xl.org,dga
1253005,eekasatformalisticirekb.com,dga
1471438,rfivsemitismgavenuteq.com,dga
215837,kupivip.by,legit
1045149,jd4fd206b160c15ab3193d11a0271a6cda.so,dga
1016238,eurlinvjkywiqc.ru,dga
1122314,jjeejrbsteyi.com,dga
481212,pasieka24.pl,legit
644169,wearingklamby.com,legit
1801932,twwmiobvxhays.biz,dga
2014860,funaisoken.co.jp,legit
604194,saeditores.org,legit
1821263,gyfqxzzkotefzmmwnhvghwgkc.biz,dga
1199995,bdokestnessbiophysicalohax.com,dga
1004728,tlsnx2gx27t41a98p7419f5v5o.com,dga
107077,kokosik1207.pl,legit
1822652,hvcbvmlgwtigpddrrfns.net,dga
590128,20monroelive.com,legit
1833181,orekclmtkisscpnbgpgezokna.info,dga
1574748,xhkgestnessbiophysicalohax.com,dga
2035921,memed.co.uk,legit
338660,movie4ok.com,legit
170430,herbolistique.com,legit
687826,collegehub.co,legit
569042,openss7.org,legit
385549,exeter1031.com,legit
723327,iceis.pl,legit
644145,psnarea.com,legit
1995364,sport-passion.fr,legit
979223,ngvikings.org,legit
1187752,aiieepictom.com,dga
426096,vrxsim.com,legit
88119,sffirecu.org,legit
427794,birgitlange.com,legit
1356849,kidtllaabettingk.com,dga
1937454,mobiapp-games.net,legit
781497,ablaug-strahlcenter.de,legit
637802,nekkocapital.com,legit
8867,buy.tmall.com,legit
1417547,nxsworcajanunal.com,dga
1687697,pvtubdjbckufda.cc,dga
1316101,hxmqrsensinaix.com,dga
1774584,eaorsdia.sx,dga
540857,docrates.com,legit
627635,studyglobal.de,legit
52004,triklopodia.gr,legit
71722,jisuxz.com,legit
784946,christliche-sauerei.de,legit
586093,philosgreece.eu,legit
1652639,njourfldwi.com,dga
1102094,cufjelmudcjj.com,dga
1387118,mcccfordlinnetavox.com,dga
1161803,yrfnbihotedc.com,dga
1745653,lzytlvqsdeofhmjfblpfukkngqh.com,dga
1895035,lmu.edu,legit
817005,gdenapecanje.com,legit
1845385,wojmtetljmrj.biz,dga
1154829,vwwwjnmnfuuj.cc,dga
929588,unefilleordinaire.wordpress.com,legit
1017058,cfqdxuqebckmh.org,dga
987527,crowd2let.com,legit
817660,allakonkurser.se,legit
808040,furrenzpetsitters.com,legit
1731010,uetrmk.biz,dga
151007,wvllcmonotremes.review,legit
1462095,qotrardenslavetusul.com,dga
322582,curtisschool.org,legit
1934172,newmaturevideos.com,legit
1753681,qppixiroltsisngm.biz,dga
1142982,rivspqnneifc.ru,dga
1386820,mavqrsensinaix.com,dga
217525,muni-buddha.com.tw,legit
1785191,kfdriwqsimv.ms,dga
123276,peelified.com,legit
2006659,educacionchiapas.gob.mx,legit
806161,feds.ca,legit
1467712,qytlamentalistfanchonut.com,dga
36714,ichliebefussball.net,legit
398202,tatuirovanie.ru,legit
2034353,solitarios-online.com,legit
770777,funfarm.ru,legit
1605721,zdptsagabardinedazyx.com,dga
868301,dynamicbeadworks.weebly.com,legit
482197,recrutes.ca,legit
1668454,umrjrxmbkl.com,dga
1868297,urqmygxqn.eu,dga
1100281,ccjkinyyeddh.xyz,dga
45179,teamcoco.com,legit
425742,pergaminosartisticos.blogspot.com.es,legit
344872,lifeyes.info,legit
210632,rose-of-tanoa.de,legit
629081,ergoarena.pl,legit
1218663,cctramentalistfanchonut.com,dga
1178009,oahglqocalmbt.com,dga
1483957,rvuwellefrictionlessv.com,dga
42015,torrentkickass.top,legit
492818,arusi.it,legit
879876,heartwoodsoundstage.com,legit
775551,etawau.com,legit
422690,tradersarea.pl,legit
979225,niagaracustomlab.com,legit
1975263,hexlet.io,legit
780029,realiter.net,legit
573188,benzinol.com,legit
536907,ecamuk.co.uk,legit
1924389,newhalf.net,legit
1030477,csrugwwal.com,dga
450069,iskupitel.info,legit
452068,chicagofaucetshoppe.com,legit
876352,gettotheart.com,legit
1179779,smtnx9gk2xkgnhu.com,dga
987304,vigilantekorsou.news,legit
1035281,c75hzq32z3qxui8i5d1a85jss.net,dga
762345,psemi.com,legit
56011,immiknow.com,legit
2014877,fusitan.net,legit
645377,flickgame.org,legit
1556130,wcbxiologistbikerepil.com,dga
1230012,cwoovinskycattederifg.com,dga
2040188,eurometeo.ru,legit
1390430,mibsrsensinaix.com,dga
748460,artsrevolution.eu,legit
454869,zaiim.com,legit
40462,easemob.com,legit
1435522,pbwfrasildeafeninguvuc.com,dga
1392783,mmhhestnessbiophysicalohax.com,dga
1604809,zbyarsensinaix.com,dga
636845,los-torpedos.blogspot.com.es,legit
1411463,npphenhancedysb.com,dga
142299,healthyliving.gr,legit
426801,unitytriangle.org,legit
921619,svinews.com,legit
996794,drivesdirect.co.uk,legit
299756,skillandjobfair.com,legit
1965077,trendrr.net,legit
644290,flskins.com,legit
357990,cartek-store.com,legit
348733,federdama.it,legit
998348,sub-kfc1412.blogspot.com,legit
345300,atelierben-jo.com,legit
1683429,cnhamdmtughqlm.tw,dga
1160557,yhgfvonephef.com,dga
318736,mehkee.com,legit
247184,maharose.com,legit
589249,online-chatroom.com,legit
1527731,uktcrasildeafeninguvuc.com,dga
954639,payamakfa.ir,legit
1747369,nbttxtyhqoemlnucxgkvzdzdtkh.com,dga
1020440,1fx26o9uasno53kkwsw7zl339.org,dga
716116,kameraseura.fi,legit
1502126,syzzepictom.com,dga
916491,shortprayers.us,legit
420509,bajan.ru,legit
1819328,frssonzdnzgnyreplefrb.info,dga
600561,simplicityesports.com,legit
1817936,euhewuuzhhspfbtpjdoytncja.org,dga
101962,cartaoriocard.com.br,legit
1733123,ycknya.info,dga
1085631,1g25ydjiq6ug19fwoti88if8q.com,dga
1731381,uqgpuwiugkeq.info,dga
1158287,xiumxclsrcdg.pw,dga
1826227,kdkblbxzxtfi.com,dga
485880,playcus.com,legit
133457,invictastores.com,legit
1893148,jensonusa.com,legit
1596689,yoayvinskycattederifg.com,dga
1860624,vvzbesx.yi.org,dga
1890673,tvanouvelles.ca,legit
1458657,qiravinskycattederifg.com,dga
1737589,fnwppppjynpovgj.org,dga
1526949,ukblardenslavetusul.com,dga
1059571,1cry337150vz9n1wro6xy1380qqz.biz,dga
1828404,lnvezfbccmffib.biz,dga
1716171,sirubysa.info,dga
552852,dienstplankonverter.de,legit
1847948,yfzjzletpkibvjj.org,dga
58098,dongsoo7596.tumblr.com,legit
1891735,softonic.jp,legit
1291690,gmhsbyplaywobb.com,dga
218490,unosanrafael.com.ar,legit
553250,gfl.info,legit
612556,armour-vanek.cz,legit
1739670,hpfsmldmtoqauup.biz,dga
1670108,vgicanlubaadgsrhs.click,dga
797592,powerandcables.com,legit
1645269,kebpbfhyetahx.com,dga
312748,apsara-dance.be,legit
1671603,vwoscbguqydlta.com,dga
1162040,ytrjqpclusjb.cc,dga
1425020,oiztorcajanunal.com,dga
1045975,fgblfxql.biz,dga
1202066,bhafmen.com,dga
1149701,uegnopelkshf.com,dga
116275,cartoonnetwork.cl,legit
1654744,ojcfqtmk.click,dga
184264,veraodepremiossadia.com.br,legit
846209,administrativejobs.com,legit
743003,100flexoes.net,legit
1376125,lnjysatformalisticirekb.com,dga
1104171,dlmngcmfwdey.com,dga
1495985,sosasemitismgavenuteq.com,dga
776987,practicaloutcomes.edu.au,legit
276271,metin2ow.com,legit
1910690,dailyvideo90.com,legit
943093,databy.com,legit
624446,gersia.de,legit
1702367,gyqneidntjixyriyi.org,dga
954871,phdl.net,legit
1907987,dfa.gov.ph,legit
990740,onlineistatistik.com,legit
751385,animalfreeporn.com,legit
582288,allfreeworld2u.blogspot.com,legit
519696,uvelife.com.ua,legit
36723,sous-titres.eu,legit
589390,signsofthetimes.com,legit
772455,urgentesantotome.com,legit
618571,gespraechemitgott.net,legit
261753,territorio.la,legit
1849216,zbbhlzusgautgntoxrumhfot.net,dga
1409138,nnavanerraticallyqozaw.com,dga
842046,zagovory-privoroty.ru,legit
973937,znamlek.pl,legit
567871,ciloubidouille.com,legit
1844215,vuheddbkottcdctytzqngyz.org,dga
578707,onegoalgraduation.org,legit
954444,parisaieman.persianblog.ir,legit
1249135,dzfqfordlinnetavox.com,dga
1869374,vblckxq.cc,dga
386610,rentabikenow.com,legit
172557,cine4free.net,legit
1178239,oseyqkibozbp.net,dga
590714,anchordownrvresort.com,legit
1487061,rzxlamentalistfanchonut.com,dga
1644631,jwbxfgir.com,dga
1857209,mbopkz.dyndns.org,dga
1145138,sfqdjqqslspe.pw,dga
1527389,uklkllaabettingk.com,dga
247754,1stoplighting.com,legit
534568,urgentmedhousecalls.com,legit
2015911,kakeiplussetsuyaku.com,legit
420997,regimentalshop.com,legit
589746,fobis.ru,legit
761219,nvcawareness.co.uk,legit
571796,superbmelt.com,legit
1183179,aakbanarianaqh.com,dga
1671471,vvdkbeniikqon.com,dga
698113,mtv.tumblr.com,legit
984213,ngf.no,legit
1952418,sassyhongkong.com,legit
977293,glass-ts.com,legit
1607866,zhbsllaabettingk.com,dga
1615632,zrmusatformalisticirekb.com,dga
147227,micromagazine.net,legit
2030797,agooday.com,legit
1890325,tebadu.com,legit
1160102,ycbellesfrkk.biz,dga
1226381,cqkiepictom.com,dga
1765376,playergetadobheflas.net,dga
274968,homemadesexteens.com,legit
514721,trendus.no,legit
320575,matttechmodular.co.uk,legit
370229,vertex-academy.com,legit
1688427,miqnsshkxdhmyy.me,dga
1678207,ywwekpevpux.com,dga
1062363,fofwnj.biz,dga
1017962,hbxuvx1hozfso1qsd4zblbuw3f.net,dga
1058064,flqjt112eg5u411rxluh13dc51t.org,dga
360860,ayushveda.com,legit
1098008,bipwyjbvkgrj.com,dga
932389,wassupnatl.tumblr.com,legit
1595389,ykvuorcajanunal.com,dga
1186372,agcovinskycattederifg.com,dga
1440901,pjnpinalcentricem.com,dga
1210210,brqfvinskycattederifg.com,dga
930145,usemycomputer.com,legit
510831,gerzenysrvbradenton.com,legit
609237,porn-comics.xyz,legit
424609,insightlearning.in,legit
1661578,rkrnelwdiiyjaxqvp.com,dga
1931942,chronopay.com,legit
695934,leviathanchronicles.com,legit
1530691,uqhgorcajanunal.com,dga
1190462,amsqellefrictionlessv.com,dga
11552,afl.com.au,legit
849574,archidose.blogspot.com,legit
157342,tickets.expert,legit
2037751,playboyesexy.tumblr.com,legit
148819,sim-hikaku.info,legit
654254,odel.lk,legit
1142820,rgyigikcrbqm.com,dga
1515852,tthdrsensinaix.com,dga
644727,tunisia-online.net,legit
1123419,jrcppokiipyx.pw,dga
818266,only4you.cc,legit
466447,jntuk-coeerd.in,legit
1881676,zapmeta.com.br,legit
1035230,16f8r7dbh3upo1dhxfq691toyl.com,dga
38635,lecturio.com,legit
1697844,drvjkhpdpfpgcr.su,dga
1588906,yaguamentalistfanchonut.com,dga
487080,hustle-sa.ru,legit
891448,livininthegreen.blogspot.com,legit
566138,revealbot.com,legit
383057,discopdubai.com,legit
566509,teccan.edu.mx,legit
1172225,9942oc1jva.com,dga
1486740,rzrlalitydevonianizuwb.com,dga
481114,mamaziemia.pl,legit
1792513,olyonhqhsmlnmq.sx,dga
902169,oaklandfirstfridays.org,legit
1205064,blahpartbulkyf.com,dga
1049578,1vlnrts1eg5lgv12y3fy1nh4agc.net,dga
1286982,geguancorml.com,dga
648632,yanado.com,legit
1551999,vvzdleasuredehydratorysagp.com,dga
1335441,jdoisagabardinedazyx.com,dga
725010,bitsavers.org,legit
1157730,xdmdlsjmlofe.biz,dga
1324338,ikiaenhancedysb.com,dga
1093002,z3e0769d97764da664cf8fe8b044dc2ba6.in,dga
595940,jakesmotorcars.com,legit
1656902,piylxfoptfr.com,dga
1497346,sqwcellefrictionlessv.com,dga
758203,indianevisas.org,legit
389250,cahabagba.com,legit
236402,topeteglz.org,legit
224223,pornhublive.net,legit
1299120,gyveepictom.com,dga
401969,winforce.com,legit
1784880,kaqhfyecshrc.ki,dga
1771520,cfswvxjqebwlmxpyej.tj,dga
104539,manualretriever.com,legit
193685,lebensmittellexikon.de,legit
106678,foodsaver.com,legit
116307,rest.com.au,legit
2022960,theglitterguide.com,legit
1417891,nxzoardenslavetusul.com,dga
1129387,mmfxkphhsbcw.com,dga
248367,warta.pl,legit
483700,gmprograminfo.com,legit
1562266,wmjrenhancedysb.com,dga
1688252,ypcwojftwgkcqi.tw,dga
401878,liebi-heizungen.ch,legit
1060914,t1ac40a821c934ba73a4e766dede4b63b1.ws,dga
1617314,ztrmleasuredehydratorysagp.com,dga
257790,esenetworks.com,legit
1617739,ztzgorcajanunal.com,dga
1064692,hbhrsodtxyhj.org,dga
1245234,dtnmidablyhoosieraw.com,dga
589940,elektromartincic.si,legit
562136,spaguts.com,legit
1053272,48xly310kzvpd1pih9ayfc30ts.net,dga
1175297,gzr5yqryhsl.com,dga
230742,newyorkredbulls.com,legit
662226,caoseletras.com,legit
1136291,phxvmelmuepl.xyz,dga
1390055,mgthepictom.com,dga
1981851,skytech.lt,legit
1742927,keymvunjunyww.com,dga
125358,pella.com,legit
1495585,soimalitydevonianizuwb.com,dga
827944,bambule.cz,legit
171368,legalmail.it,legit
208993,probusinesstools.com,legit
1130380,myfyqrrjjyph.com,dga
1204135,bjkbestnessbiophysicalohax.com,dga
417850,imobiliarianacional.com.br,legit
1569017,wyfrardenslavetusul.com,dga
1123879,juumddmodsky.ru,dga
856304,brownandcarlson.com,legit
509600,tehnopage.ru,legit
1670245,vhvitabho.com,dga
846268,adroitent.com,legit
1632073,ejopjkvwdukbp.com,dga
290601,klovebox.tumblr.com,legit
281473,wdam.com,legit
994909,spintheglobeproject.com,legit
639755,solterosconnivel.es,legit
1569440,wyqaererwyatanb.com,dga
1848895,yvpgeqfhthkmpnyawui.org,dga
8009,tvguide.co.uk,legit
1322694,igxvrsensinaix.com,dga
1579093,xnkviologistbikerepil.com,dga
302638,sepanta.net,legit
499457,indraweb.net,legit
370069,rutanmedellin.org,legit
534673,voyagertherapeutics.com,legit
679931,webfrei.ch,legit
247643,kozha-lica.ru,legit
864809,darrenmothersele.com,legit
980344,jumeirahprimaryschool.com,legit
1825519,jskpiqzfbhtmildslwxjuvawz.biz,dga
1816385,dtipojbedchyoyaxhajwsq.net,dga
1748353,nrsttwvpotxkobjo.org,dga
819335,elnooronline.com,legit
1747157,mysbtkmxopbfm.info,dga
1175750,ib9riip2kbm92ps.com,dga
598285,nirmandevelopers.in,legit
984135,moduladb.no,legit
1588357,xzvvrsensinaix.com,dga
553656,karoqforum.de,legit
528424,averoachmea.nl,legit
863230,creatingmyhappiness.com,legit
1652040,ndeyxjlqynvxyomxfn.bid,dga
324150,grass3d.com,legit
1971083,thecomedystore.com,legit
409181,sld-company.de,legit
1812297,bbkgrnbjdagiqipidftc.info,dga
2031167,argentinalove.net,legit
1554707,vzvyalitydevonianizuwb.com,dga
680534,caci.co.uk,legit
1905329,scrapbox.io,legit
1353405,kcbspartbulkyf.com,dga
300995,iluvbeastiality.tumblr.com,legit
1799620,sokrfmraqkdkw.org,dga
201500,avon.com.ar,legit
1357420,kirsanerraticallyqozaw.com,dga
1285051,gappellefrictionlessv.com,dga
971965,sjakstreetwear.pl,legit
1063421,phkhgwmbnqkp.click,dga
793958,madeira-portugal.de,legit
1835861,qjpuconjanktvfj.org,dga
1994397,zhaoshigong.com,legit
529839,poba.hr,legit
1607304,zfscsagabardinedazyx.com,dga
255434,inside-shops.com,legit
580645,highflow.nl,legit
1620189,zxtpmen.com,dga
1841597,uctzfkppdu.com,dga
372176,argo-pro.ru,legit
438052,thedudesworkshop.fr,legit
935238,xnxx.om,legit
1218373,ccnjardenslavetusul.com,dga
1563465,wokhthoodivettewl.com,dga
1055488,1q9yklevy1283lw8iqkjr04dg.net,dga
171430,audio-database.com,legit
1310639,hpsyardenslavetusul.com,dga
486670,mindcontrolblackassassins.com,legit
246050,motls.blogspot.fr,legit
1423886,ogzypartbulkyf.com,dga
251058,griefing.ru,legit
639197,rockinrpmemes.tumblr.com,legit
1412004,npyuererwyatanb.com,dga
1066123,2xo99uojw2z9ckcy45m9mwj.org,dga
1112072,ghhwwkjccclo.biz,dga
1067831,1izd511194uy0noh7cre1cn023k.org,dga
1013056,y4f4eef44b4fa62052f4146a1b1bba6a5e.cc,dga
1710633,lykyxej.info,dga
1285754,gcfcinalcentricem.com,dga
1438376,pfuyalitydevonianizuwb.com,dga
830116,glob.tw,legit
609866,nsbindia.org,legit
133069,arzjoo.com,legit
2013415,aquaholic.jp,legit
1742267,jrydnicmylkvtnbkblbvceqxw.info,dga
1109323,fgfmmccjohhx.biz,dga
435270,meuble-house.fr,legit
1573074,xffobyplaywobb.com,dga
765388,ticketsfromannabelle.co.uk,legit
1503769,tdcnancorml.com,dga
390442,multiexch999.com,legit
1599035,ysagidablyhoosieraw.com,dga
881405,hopefashion.co.uk,legit
682197,global-changemakers.net,legit
975732,money4money.biz,legit
1835174,pyxfkygsxpa.biz,dga
220659,modelio.org,legit
1711090,lysulij.info,dga
1828193,lklkohzwckjmfq.biz,dga
1510592,tlutestnessbiophysicalohax.com,dga
677811,cottage-choice.co.uk,legit
1301243,hdfkardenslavetusul.com,dga
972087,slzkosz.pl,legit
1565951,wsowrsensinaix.com,dga
983298,colsite.com,legit
1240603,dninleasuredehydratorysagp.com,dga
1622401,abyjctfrqaoqqsfc.com,dga
1917095,liberliber.it,legit
509720,dkuim.de,legit
818602,vetlandaposten.se,legit
110318,netzkino.de,legit
1420321,oavtsagabardinedazyx.com,dga
1745061,lrheaedttufntqts.org,dga
611488,staloysius.tas.edu.au,legit
365019,datasimstore.com,legit
338081,asale.org,legit
704148,splatbukkake.com,legit
592028,capitalregionalmedicalcenter.com,legit
901724,ntonyx.com,legit
1861530,ypvoti.dynserv.com,dga
1510357,tlqoardenslavetusul.com,dga
1876948,zapier.com,legit
154272,oaxaca.gob.mx,legit
1134549,ospsfwxwwbsd.cc,dga
1964252,mnv-tech.com,legit
39735,egnyte.com,legit
507098,instrukciyu-download.ru,legit
1696470,hnbdxgbcddfdvp.cc,dga
651547,solidar.lu,legit
1312620,htcvancorml.com,dga
1971123,cyber-hub.net,legit
885609,jejakkakiku.com,legit
177539,okpedia.it,legit
1237885,djkbsikathrinezad.com,dga
1207200,bnnpiologistbikerepil.com,dga
1392909,mmkasikathrinezad.com,dga
987276,competitiveeaters.com,legit
1439950,phwoepictom.com,dga
166333,omr.gov.ua,legit
1093021,s1ad6489f893984299b4a984d638df735a.tk,dga
2024922,randomchatcountry.com,legit
1546577,vpfvalitydevonianizuwb.com,dga
772148,multiweb-libre.blogspot.com.ar,legit
201155,tazfin.ru,legit
735300,thesonicpi.weebly.com,legit
207622,toyota.pt,legit
1346077,jrwkllaabettingk.com,dga
1763749,yuytrqtxvjqxous.com,dga
245502,royaleboost.com,legit
1846796,xmmffrpxxtpimbrrkbaah.biz,dga
172761,clarity.co.uk,legit
644324,waponpoint.com,legit
933723,wikileaksru.wordpress.com,legit
1983652,legenddoll.com,legit
1591396,yeldepictom.com,dga
1106964,ekhilbkvccei.biz,dga
1444703,ppddmen.com,dga
1150351,ukpibbbylsqm.net,dga
1544234,vlqullaabettingk.com,dga
619191,medien-mittweida.de,legit
49307,heidoc.net,legit
428267,freesliv.info,legit
978652,furonarms.tumblr.com,legit
1358985,kmbkfordlinnetavox.com,dga
1099908,cbbuhwvrspiq.com,dga
110190,cinematography.com,legit
690274,episerver99-my.sharepoint.com,legit
1499181,sulxardenslavetusul.com,dga
1986494,ereport.ru,legit
1757520,tgvjvrqqprlvfizy.net,dga
1460537,qmhvsagabardinedazyx.com,dga
724065,polbus.pl,legit
1132760,nyphrcbnibsx.com,dga
1009843,1wipn8msyazv4a9nuvy1ppx99n.net,dga
211174,carseatcanopy.com,legit
575573,cruisebe.com,legit
369255,thefamilywatch.org,legit
282114,ubt.edu.sa,legit
349630,prismarredo.it,legit
49670,umontpellier.fr,legit
390222,thenewsrecorder.com,legit
457625,califabrics.com,legit
1185595,aeluleasuredehydratorysagp.com,dga
1137396,ppgbfjkdefie.com,dga
1756904,sskiljyiqrzojnu.org,dga
1547759,vrauvinskycattederifg.com,dga
106991,musicresumed.net,legit
136374,amatureteenpics.com,legit
876750,gleimaviation.com,legit
1247543,dxddestnessbiophysicalohax.com,dga
2000885,souticket.com.br,legit
757399,guypotts.co.uk,legit
1705072,mnmecykpeuiilwjsr.com,dga
259537,photocentra.de,legit
1362297,kqyesagabardinedazyx.com,dga
603511,cartoon-zone-online-v6.blogspot.com,legit
854270,bitjob.io,legit
1554391,vzqkrasildeafeninguvuc.com,dga
1330415,iusrplefrostbitecycz.com,dga
1728892,qhhqjyfqbex.org,dga
1709644,jezad.eu,dga
918749,southerntnpulaski.com,legit
526442,vozaracarpet.ir,legit
1216745,caddmen.com,dga
1847642,ybawwuxtgulqwobgfaakpakg.com,dga
678903,militaerfahrzeuge.ch,legit
963066,usof.gov.in,legit
912318,rocketdog.com,legit
213152,disfrutaroma.com,legit
262967,bazareshabake.com,legit
1004317,18knoxl1fyzqxp19m8poi1m3f4mg.net,dga
1005553,gvum2p1s9dpt8xlq80xilpeg8.net,dga
1375241,llusleasuredehydratorysagp.com,dga
1951784,kantan-hikari.com,legit
1546866,vpkwmen.com,dga
1676906,yhpqveyhjpalvxw.com,dga
640498,trendybeauty.co,legit
893616,marion-crepes.com,legit
1299619,hbedidablyhoosieraw.com,dga
1881668,evenue.net,legit
164435,eghtesadbartar.com,legit
1323378,iimqancorml.com,dga
134756,fcp.ir,legit
1471829,rfpwalitydevonianizuwb.com,dga
1050649,1x0kzt36kb9mfktjlr61b2kp3d.com,dga
1560376,witdrasildeafeninguvuc.com,dga
158640,ngasih.com,legit
974228,asm.edu.sg,legit
1860318,uxcwgwfwe.yi.org,dga
1068407,1p0ppxl19r87pblif0lrr6dsnu.org,dga
1083895,srz7woln2n28gjsmebooo43h.com,dga
1833144,oqpchyyvptajcvcjncqlko.net,dga
546565,sayangi.com,legit
1413875,ntezellefrictionlessv.com,dga
1945871,cabify.com,legit
1359190,kmfzleasuredehydratorysagp.com,dga
851493,azneuromod.com,legit
1850919,zolgfmdm.info,dga
885223,janebroderson.com,legit
93714,dotti.com.au,legit
1760653,vsmzxdqeulrsgdxcustwojdqibfm.biz,dga
1184544,acobplefrostbitecycz.com,dga
173243,uptheclarets.com,legit
1200352,bdujenhancedysb.com,dga
279715,elechu.com,legit
578436,tower-of-goetia.com,legit
1172257,9aswvpmqtx.com,dga
1832194,oaqhaiphaihcslsihneqiuqo.net,dga
1352398,kafrellefrictionlessv.com,dga
1944350,iflyrec.com,legit
1053911,1aev3aj1350crbwe7gtnm2dbpf.biz,dga
187212,comune.bari.it,legit
1572871,xfbrepictom.com,dga
673638,uoldownloads.wordpress.com,legit
1611455,zlpeererwyatanb.com,dga
2044870,gammaphibeta.org,legit
256589,results.edu.ye,legit
1565541,wsfkanerraticallyqozaw.com,dga
1500302,swlasikathrinezad.com,dga
1002947,18xd1wniended1dnjnaz1lx7dmh.net,dga
1912123,yellowpages.ae,legit
1244114,drtpfordlinnetavox.com,dga
1063250,lveaealhxhydgp.pw,dga
637621,mtbmalaga.com,legit
1219557,ceocmachuslazaroqok.com,dga
2046833,fia-net.com,legit
1173799,d9cjlfnzrp9v.net,dga
722138,umpireline.net,legit
1980832,cgtransport.org,legit
1747446,nfjvkaqrmrwgdyayqsxsgmzlnhwk.net,dga
445985,pubblicaistruzione.it,legit
348336,bucketdrumming.net,legit
1861184,xmynlzgp.dyndns.org,dga
718300,loona.com,legit
1813720,caaivhjjv.biz,dga
1638192,hbhjdmawvtonuep.com,dga
1171314,3vkunncnqp9hj2.net,dga
1911714,jwa.or.jp,legit
657775,driml-napajecky.cz,legit
1416275,nvwfrasildeafeninguvuc.com,dga
875564,gardenpalooza.com,legit
